step,experiment,type,N,baseline,empathy_alpha,hetero_tag,learn_alpha_signal,alpha1,alpha2,alpha3,alpha4,a1,a2,a3,a4,r1,r2,r3,r4,total_reward,coop_strict,coop_fraction,ineq_var,stock_level,collapse,ma_coop_strict,ma_coop_fraction,ma_total_reward,ma_ineq_var,ma_stock_level,ma_collapse
0,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,0.0,1.0,H,H,H,H,2.0,2.0,2.0,2.0,8.0,0,0.0,0.0,,,,,,,,
1,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,0.0,1.0,H,S,S,H,2.6667,1.3333,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
2,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,0.0,1.0,H,H,H,H,2.0,2.0,2.0,2.0,8.0,0,0.0,0.0,,,,,,,,
3,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,0.0,1.0,H,H,H,S,2.3333,2.3333,2.3333,0.0,7.0,0,0.25,1.020833,,,,,,,,
4,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,0.0,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,8.0,0,0.5,0.444444,,,,,,,,
5,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,0.0,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,11.0,0,0.75,0.020833,,,,,,,,
6,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,0.0,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
7,sh_N4,matrix,4,learn_alpha,1.0,,team,0.8,0.0,0.0,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,7.0,0,0.25,1.020833,,,,,,,,
8,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,S,S,S,S,4.0,4.0,4.0,4.0,16.0,1,1.0,0.0,,,,,,,,
9,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,7.0,0,0.25,1.020833,,,,,,,,
10,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,H,H,H,H,2.0,2.0,2.0,2.0,8.0,0,0.0,0.0,,,,,,,,
11,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,7.0,0,0.25,1.020833,,,,,,,,
12,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,H,H,H,S,2.3333,2.3333,2.3333,0.0,7.0,0,0.25,1.020833,,,,,,,,
13,sh_N4,matrix,4,learn_alpha,1.0,,team,0.5,0.0,0.0,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,7.0,0,0.25,1.020833,,,,,,,,
14,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,H,S,H,S,2.6667,1.3333,2.6667,1.3333,8.0,0,0.5,0.444444,,,,,,,,
15,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
16,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,S,S,H,S,2.6667,2.6667,3.0,2.6667,11.0,0,0.75,0.020833,,,,,,,,
17,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
18,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,S,S,S,S,4.0,4.0,4.0,4.0,16.0,1,1.0,0.0,,,,,,,,
19,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
20,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,H,H,S,S,2.6667,2.6667,1.3333,1.3333,8.0,0,0.5,0.444444,,,,,,,,
21,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,H,S,S,H,2.6667,1.3333,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
22,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
23,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
24,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.5,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,7.0,0,0.25,1.020833,,,,,,,,
25,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
26,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,S,S,S,S,4.0,4.0,4.0,4.0,16.0,1,1.0,0.0,,,,,,,,
27,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
28,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,0.0,1.0,S,S,S,S,4.0,4.0,4.0,4.0,16.0,1,1.0,0.0,,,,,,,,
29,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,11.0,0,0.75,0.020833,,,,,,,,
30,sh_N4,matrix,4,learn_alpha,1.0,,team,0.0,0.0,1.0,0.5,S,S,H,S,2.6667,2.6667,3.0,2.6667,11.0,0,0.75,0.020833,,,,,,,,
31,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,0.5,S,S,S,H,2.6667,2.6667,2.6667,3.0,11.0,0,0.75,0.020833,,,,,,,,
32,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
33,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,0.5,0.5,H,H,S,H,2.3333,2.3333,0.0,2.3333,7.0,0,0.25,1.020833,,,,,,,,
34,sh_N4,matrix,4,learn_alpha,1.0,,team,0.0,0.0,1.0,0.5,H,H,H,H,2.0,2.0,2.0,2.0,8.0,0,0.0,0.0,,,,,,,,
35,sh_N4,matrix,4,learn_alpha,1.0,,team,0.0,0.0,1.0,1.0,H,H,H,H,2.0,2.0,2.0,2.0,8.0,0,0.0,0.0,,,,,,,,
36,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,0.0,1.0,H,H,S,H,2.3333,2.3333,0.0,2.3333,7.0,0,0.25,1.020833,,,,,,,,
37,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
38,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,S,S,S,S,4.0,4.0,4.0,4.0,16.0,1,1.0,0.0,,,,,,,,
39,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,S,H,S,S,2.6667,3.0,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
40,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,8.0,0,0.5,0.444444,,,,,,,,
41,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,0.2,H,H,S,S,2.6667,2.6667,1.3333,1.3333,8.0,0,0.5,0.444444,,,,,,,,
42,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,H,H,S,S,2.6667,2.6667,1.3333,1.3333,8.0,0,0.5,0.444444,,,,,,,,
43,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,11.0,0,0.75,0.020833,,,,,,,,
44,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,0.2,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,11.0,0,0.75,0.020833,,,,,,,,
45,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,0.2,1.0,H,S,H,H,2.3333,0.0,2.3333,2.3333,7.0,0,0.25,1.020833,,,,,,,,
46,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,H,H,H,H,2.0,2.0,2.0,2.0,8.0,0,0.0,0.0,,,,,,,,
47,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
48,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,1.0,1.0,H,H,S,S,2.6667,2.6667,1.3333,1.3333,8.0,0,0.5,0.444444,,,,,,,,
49,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,H,H,H,S,2.3333,2.3333,2.3333,0.0,7.0,0,0.25,1.020833,,,,,,,,
50,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,1.0,S,S,H,H,1.3333,1.3333,2.6667,2.6667,8.0,0,0.5,0.444444,,,,,,,,
51,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
52,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,H,S,H,S,2.6667,1.3333,2.6667,1.3333,8.0,0,0.5,0.444444,,,,,,,,
53,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,1.0,1.0,H,S,S,S,3.0,2.6667,2.6667,2.6667,11.0,0,0.75,0.020833,,,,,,,,
54,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,1.0,1.0,H,H,H,S,2.3333,2.3333,2.3333,0.0,7.0,0,0.25,1.020833,,,,,,,,
55,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,0.0,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,8.0,0,0.5,0.444444,,,,,,,,
56,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,1.0,0.5,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
57,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,0.0,1.0,S,H,H,S,1.3333,2.6667,2.6667,1.3333,8.0,0,0.5,0.444444,,,,,,,,
58,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.2,1.0,1.0,S,H,S,H,1.3333,2.6667,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
59,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,0.0,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,11.0,0,0.75,0.020833,,,,,,,,
60,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,0.0,1.0,S,H,H,H,0.0,2.3333,2.3333,2.3333,7.0,0,0.25,1.020833,,,,,,,,
61,sh_N4,matrix,4,learn_alpha,1.0,,team,1.0,0.0,0.0,0.0,H,H,H,S,2.3333,2.3333,2.3333,0.0,7.0,0,0.25,1.020833,,,,,,,,
62,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,S,S,S,H,2.6667,2.6667,2.6667,3.0,11.0,0,0.75,0.020833,,,,,,,,
63,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,H,S,S,H,2.6667,1.3333,1.3333,2.6667,8.0,0,0.5,0.444444,,,,,,,,
64,sh_N4,matrix,4,learn_alpha,1.0,,team,0.2,0.0,1.0,1.0,H,H,S,S,2.6667,2.6667,1.3333,1.3333,8.0,0,0.5,0.444444,,,,,,,,
